"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","nFORCE__Screen_Section__c","nFORCE__Display_Order__c","nFORCE__Field_Set_Key__c","nFORCE__Layout__c","nFORCE__Parent_Configuration__c","nFORCE__Parent_Relationship_Name__c","nFORCE__Section_Header__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","nFORCE__Filter_Criteria__c","nFORCE__Limit__c","nFORCE__Offset_By_Limit__c","nFORCE__Sort_Criteria__c","nFORCE__Unique__c"
"a2HDm000000LDrRMAW","","SC-000010303","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9YMAW","4.02","Credit_Memo_Standard_Loan","a2CDm000000Lj5JMAS","a2HDm000000LDrPMAW","LLC_BI__Deposit__r","Deposits","42673916373286948","LLC_BI__Deposit__c","","","false","","false"
"a2HDm000000LDrSMAW","","SC-000010304","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9ZMAW","1.01","","a2CDm000000Lj5KMAS","","","Authorized Signers","42580892810669817","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDrTMAW","","SC-000010305","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9ZMAW","2.01","","a2CDm000000Lj5LMAS","a2HDm000000LDrSMAW","LLC_BI__Legal_Entities__r","","42382347835718374","LLC_BI__Legal_Entities__c","","","false","","false"
"a2HDm000000LDrUMAW","","SC-000010306","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9ZMAW","3.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5MMAS","a2HDm000000LDrTMAW","LLC_BI__Contingent_Liabilties__r","","42087134312187163","LLC_BI__Contingent_Liabilty__c","","","false","","false"
"a2HDm000000LDrVMAW","","SC-000010307","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9aMAG","1.01","","a2CDm000000Lj5NMAS","","","","42926098115016090","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDrWMAW","","SC-000010308","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9aMAG","2.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5OMAS","a2HDm000000LDrVMAW","LLC_BI__Legal_Entities__r","","42178229748465321","LLC_BI__Legal_Entities__c","","","false","","false"
"a2HDm000000LDrXMAW","","SC-000010309","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9bMAG","1.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5PMAS","","","","42028026345947223","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDrYMAW","","SC-000010310","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9cMAG","1.01","","a2CDm000000Lj5QMAS","","","","42462248195635368","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDrZMAW","","SC-000010311","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9cMAG","2.01","","a2CDm000000Lj5RMAS","a2HDm000000LDrYMAW","LLC_BI__Loan_Collateral__r","","42738145537826459","LLC_BI__Loan_Collateral2__c","","","false","","false"
"a2HDm000000LDraMAG","","SC-000010312","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9cMAG","3.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5SMAS","a2HDm000000LDrZMAW","LLC_BI__Collateral__r","Collateral Details","42868347693028629","LLC_BI__Collateral__c","","","false","","false"
"a2HDm000000LDrbMAG","","SC-000010313","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9cMAG","4.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5TMAS","a2HDm000000LDraMAG","LLC_BI__Account_Collateral__r","Ownership","42254436795073002","LLC_BI__Account_Collateral__c","","","false","","false"
"a2HDm000000LDrcMAG","","SC-000010314","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9cMAG","4.02","Credit_Memo_Standard_Loan","a2CDm000000Lj5UMAS","a2HDm000000LDraMAG","LLC_BI__Loan_Collateral2__r","Loans","42582927508562838","LLC_BI__Loan_Collateral2__c","","","false","","false"
"a2HDm000000LDrdMAG","","SC-000010315","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9cMAG","4.03","Credit_Memo_Standard_Loan","a2CDm000000Lj5WMAS","a2HDm000000LDraMAG","LLC_BI__Liens__r","Liens","42349577643738195","LLC_BI__Lien__c","","","false","","false"
"a2HDm000000LDreMAG","","SC-000010316","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9dMAG","1.01","","a2CDm000000Lj5VMAS","","","","42983347591714524","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDrfMAG","","SC-000010317","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9dMAG","2.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5XMAS","a2HDm000000LDreMAG","LLC_BI__Participations__r","","42204494419105560","LLC_BI__Participation__c","","","false","","false"
"a2HDm000000LDrgMAG","","SC-000010318","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9eMAG","1.01","","a2CDm000000Lj5YMAS","","","","42020880679259560","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDrhMAG","","SC-000010319","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9eMAG","2.01","","a2CDm000000Lj5ZMAS","a2HDm000000LDrgMAG","LLC_BI__Loan_Covenants__r","","42018303427361501","LLC_BI__Loan_Covenant__c","","","false","","false"
"a2HDm000000LDriMAG","","SC-000010320","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9eMAG","3.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5aMAC","a2HDm000000LDrhMAG","LLC_BI__Covenant2__r","Covenant Details","42367125589153761","LLC_BI__Covenant2__c","","","false","","false"
"a2HDm000000LDrjMAG","","SC-000010321","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9eMAG","4.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5bMAC","a2HDm000000LDriMAG","LLC_BI__Account_Covenants__r","Ownership","42675053867027405","LLC_BI__Account_Covenant__c","","","false","","false"
"a2HDm000000LDrkMAG","","SC-000010322","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9eMAG","4.02","Credit_Memo_Standard_Loan","a2CDm000000Lj5cMAC","a2HDm000000LDriMAG","LLC_BI__Loan_Covenants__r","Loans","42361030362560326","LLC_BI__Loan_Covenant__c","","","false","","false"
"a2HDm000000LDrlMAG","","SC-000010323","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9fMAG","1.01","","a2CDm000000Lj5dMAC","","","","42886273927150280","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDrmMAG","","SC-000010324","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9fMAG","2.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5eMAC","a2HDm000000LDrlMAG","LLC_BI__Third_Party_Reports__r","","42707889458351573","LLC_BI__third_party_report__c","","","false","","false"
"a2HDm000000LDrnMAG","","SC-000010325","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9gMAG","1.01","","a2CDm000000Lj5fMAC","","","","42352063118517911","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDroMAG","","SC-000010326","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9gMAG","2.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5gMAC","a2HDm000000LDrnMAG","LLC_BI__Loan_Teams__r","","42045106494032103","LLC_BI__LoanTeam__c","","","false","","false"
"a2HDm000000LDrpMAG","","SC-000010327","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9hMAG","1.01","","a2CDm000000Lj5hMAC","","","","42353667109065563","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDrqMAG","","SC-000010328","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9hMAG","2.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5iMAC","a2HDm000000LDrpMAG","LLC_BI__Fees__r","","42844680825450172","LLC_BI__Fee__c","","","false","","false"
"a2HDm000000LDrrMAG","","SC-000010329","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9iMAG","1.01","","a2CDm000000Lj5jMAC","","","","42111459346996424","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDrsMAG","","SC-000010330","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9iMAG","2.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5kMAC","a2HDm000000LDrrMAG","LLC_BI__Account__r","","42187168408348380","Account","","","false","","false"
"a2HDm000000LDrtMAG","","SC-000010331","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9jMAG","1.01","","a2CDm000000Lj5lMAC","","","","42379845676782426","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDruMAG","","SC-000010332","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE9jMAG","2.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5mMAC","a2HDm000000LDrtMAG","LLC_BI__Policy_Exceptions__r","","42563206670658682","LLC_BI__Policy_Exception__c","","","false","","false"
"a2HDm000000LDrvMAG","","SC-000000991","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEKsMAO","1.01","","a2CDm000000Lj5nMAC","","","","a1QDm0000000c6wMAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDrwMAG","","SC-000000992","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMIMA4","1.01","","a2CDm000000Lj5oMAC","","","","a1QDm0000000c6xMAA","LLC_BI__Review__c","","","false","","false"
"a2HDm000000LDrxMAG","","SC-000000993","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMJMA4","1.01","","a2CDm000000Lj5pMAC","","","","a1QDm0000000c6yMAA","LLC_BI__Review__c","","","false","","false"
"a2HDm000000LDryMAG","","SC-000000995","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMLMA4","1.01","","a2CDm000000Lj5qMAC","","","","a1QDm0000000c6zMAA","LLC_BI__Loan__c","","0.0","false","","false"
"a2HDm000000LDrzMAG","","SC-000000997","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMUMA4","1.01","","a2CDm000000Lj5rMAC","","","","a1QDm0000000c70MAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDs0MAG","","SC-000000998","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8eMAG","1.01","Standard_Product_Package_Credit_Memo","a2CDm000000Lj5sMAC","","","","a1QDm0000000c71MAA","LLC_BI__Product_Package__c","","","false","","false"
"a2HDm000000LDs1MAG","","SC-000001001","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMhMAO","1.01","","a2CDm000000Lj5uMAC","","","","a1QDm0000000c74MAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDs2MAG","","SC-000001000","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMXMA4","1.01","","a2CDm000000Lj5tMAC","","","","a1QDm0000000c72MAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDs3MAG","","SC-000001002","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMWMA4","1.01","","a2CDm000000Lj5vMAC","","","","a1QDm0000000c75MAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDs4MAG","","SC-000001003","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMcMAO","1.01","","a2CDm000000Lj5wMAC","","","","a1QDm0000000c76MAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDs5MAG","","SC-000001004","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMOMA4","1.01","","a2CDm000000Lj5xMAC","","","Authorized Signers","a1QDm0000000c73MAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDs6MAG","","SC-000001006","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMPMA4","1.01","","a2CDm000000Lj5yMAC","","","","a1QDm0000000c77MAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDs7MAG","","SC-000001007","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMQMA4","1.01","Credit_Memo_Standard_Loan","a2CDm000000Lj5zMAC","","","","a1QDm0000000c78MAA","LLC_BI__Loan__c","","0.0","false","","false"
"a2HDm000000LDs8MAG","","SC-000001008","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMHMA4","1.01","Credit_Memo_Standard_Review_Account","a2CDm000000Lj60MAC","","","","a1QDm0000000c79MAA","LLC_BI__Review__c","","","false","","false"
"a2HDm000000LDs9MAG","","SC-000001009","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HELpMAO","1.01","","a2CDm000000Lj61MAC","","","","a1QDm0000000c7AMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsAMAW","","SC-000001010","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HELmMAO","1.01","CM_Rate_Summary_L","a2CDm000000Lj62MAC","","","Rate Summary","a1QDm0000000c7BMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsBMAW","","SC-000001012","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMBMA4","1.01","","a2CDm000000Lj63MAC","","","","a1QDm0000000c7DMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsCMAW","","SC-000001011","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMGMA4","1.01","","a2CDm000000Lj64MAC","","","","a1QDm0000000c7CMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsDMAW","","SC-000001013","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEMAMA4","1.01","","a2CDm000000Lj65MAC","","","","a1QDm0000000c7EMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsEMAW","","SC-000001014","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEM8MAO","1.01","","a2CDm000000Lj66MAC","","","","a1QDm0000000c7FMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsFMAW","","SC-000001015","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEM6MAO","1.01","","a2CDm000000Lj67MAC","","","Collateral Details","a1QDm0000000c7GMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsGMAW","","SC-000001016","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEM4MAO","1.01","CM_Collateral_Summary_Table_L","a2CDm000000Lj68MAC","","","","a1QDm0000000c7HMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsHMAW","","SC-000001017","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEM3MAO","1.01","","a2CDm000000Lj69MAC","","","Deposits","a1QDm0000000c7IMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsIMAW","","SC-000001018","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEM1MAO","1.01","CM_Product_Summary_L","a2CDm000000Lj6AMAS","","","Product Summary","a1QDm0000000c7JMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsJMAW","","SC-000001019","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HEM0MAO","1.01","","a2CDm000000Lj6BMAS","","","","a1QDm0000000c7KMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsKMAW","","SC-000001020","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HELzMAO","1.01","","a2CDm000000Lj6CMAS","","","Authorized Signers","a1QDm0000000c7LMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsLMAW","","SC-000001021","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HELwMAO","1.01","","a2CDm000000Lj6DMAS","","","Loans","a1QDm0000000c7MMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsMMAW","","SC-000001023","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HELtMAO","1.01","","","","","","a1QDm0000000c7OMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsNMAW","","SC-000001022","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HELuMAO","1.01","CM_Pricing_Summary_L","a2CDm000000Lj6EMAS","","","Pricing Summary","a1QDm0000000c7NMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsOMAW","","SC-000001024","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HELsMAO","1.01","","a2CDm000000Lj6FMAS","","","Relationship Detail","a1QDm0000000c7PMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsPMAW","","SC-000001025","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8OMAW","1.01","","a2CDm000000Lj6GMAS","","","Authorized Signers","a1QDm0000000c7QMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsQMAW","","SC-000001026","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8NMAW","1.01","","a2CDm000000Lj6HMAS","","","Loans","a1QDm0000000c7RMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsRMAW","","SC-000001027","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8LMAW","1.01","CM_Pricing_Summary_L","a2CDm000000Lj6IMAS","","","Pricing Summary","a1QDm0000000c7SMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsSMAW","","SC-000001028","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HELXMA4","1.01","","","","","","a1QDm0000000c7TMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsTMAW","","SC-000001029","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8KMAW","1.01","","a2CDm000000Lj6JMAS","","","Relationship Detail","a1QDm0000000c7UMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsUMAW","","SC-000001030","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8ZMAW","1.01","","a2CDm000000Lj6KMAS","","","","a1QDm0000000c7VMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsVMAW","","SC-000001031","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8YMAW","1.01","CM_Rate_Summary_L","a2CDm000000Lj6LMAS","","","Rate Summary","a1QDm0000000c7XMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsWMAW","","SC-000001032","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8XMAW","1.01","","a2CDm000000Lj6MMAS","","","","a1QDm0000000c7YMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsXMAW","","SC-000001033","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8WMAW","1.01","","a2CDm000000Lj6NMAS","","","","a1QDm0000000c7ZMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsYMAW","","SC-000001034","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8VMAW","1.01","","a2CDm000000Lj6OMAS","","","","a1QDm0000000c7WMAQ","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsZMAW","","SC-000001035","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8UMAW","1.01","","a2CDm000000Lj6PMAS","","","","a1QDm0000000c7aMAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsaMAG","","SC-000001036","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8TMAW","1.01","","a2CDm000000Lj6QMAS","","","Collateral Details","a1QDm0000000c7bMAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsbMAG","","SC-000001037","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8SMAW","1.01","CM_Collateral_Summary_Table_L","a2CDm000000Lj6RMAS","","","","a1QDm0000000c7cMAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDscMAG","","SC-000001038","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8RMAW","1.01","","a2CDm000000Lj6SMAS","","","Deposits","a1QDm0000000c7dMAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsdMAG","","SC-000001040","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8PMAW","1.01","","a2CDm000000Lj6UMAS","","","","a1QDm0000000c7fMAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDseMAG","","SC-000001039","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8QMAW","1.01","CM_Product_Summary_L","a2CDm000000Lj6TMAS","","","Product Summary","a1QDm0000000c7eMAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsfMAG","","SC-000001041","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8JMAW","1.01","","a2CDm000000Lj6VMAS","","","","a1QDm0000000c7gMAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDsgMAG","","SC-000001042","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8IMAW","1.01","CM_Rate_Summary_L","a2CDm000000Lj6WMAS","","","Rate Summary","a1QDm0000000c7hMAA","LLC_BI__Loan__c","","","false","","false"
"a2HDm000000LDshMAG","","SC-000001043","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a2FDm000000HE8HMAW","1.01","","a2CDm000000Lj6XMAS","","","","a1QDm0000000c7iMAA","LLC_BI__Loan__c","","","false","","false"
