"Id","IsDeleted","Name","SetupOwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","nFORCE__Category_Name__c","nFORCE__Is_Active__c","nFORCE__Key__c","nFORCE__Value__c","nFORCE__Description__c","nFUSE__Is_Encrypted__c","nFUSE__Value_Data_Type__c","nFORCE__Institution_ID__c"
"a1TDm0000004jBXMAY","","ID_Verif_Deposit_Fail_Stage","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ID Verification","true","ID_Verif_Deposit_Fail_Stage","","","false","",""
"a1TDm0000004jBYMAY","","ID_Verif_Loader_Messages","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ID Verification","true","ID_Verif_Loader_Messages","1:Gathering information;3:Verifying;6:Validating;10:Almost there;20:Sorry, this is taking a bit longer than usual;25:...and a little longer;30:Thank you for waiting;40:Okay, there seems to be an issue.","","false","",""
"a1TDm0000004jBZMAY","","41947339_E9BD_43BD_AEBA_4EAAA8EC93A3","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Recalculate Loan","true","Recalculate Loan Redirect Route - Retail","retail-loan.retail-loan-detail","This system property controls the redirect path of the Retail Proceed to Loan button after a user clicks Recalculate Loan. By default, it redirects to the Retail Loan Details route.","false","",""
"a1TDm0000004jBaMAI","","720117A9_905B_4F73_824A_500965E112EB","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","FSC","true","FAR Account RecordType","FinServ__AccountRole","","false","",""
"a1TDm0000004jBbMAI","","A8DB20E4_C7E6_4521_B533_49D626568BD5","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Deposit Account Opening","true","Topbar Icon","custom/custom93","This system property houses the value of the Salesforce icon that is displayed in topbar of the Deposit Account Opening workflow.","false","",""
"a1TDm0000004jBcMAI","","A0A292D2_8137_4E39_B9F5_6BCAEE4969FB","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Deposit Account Opening","true","Topbar Icon Background Color","#904d4c","This system property houses the value of the background color of the Salesforce icon that is displayed in topbar of the Deposit Account Opening workflow.","false","",""
"a1TDm0000004jBdMAI","","1EB71277_280B_4D37_B46B_77F58E9C043A","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Deposit Account Opening","true","Topbar Icon Fill Color","#ffffff","This system property houses the value of the fill color of the Salesforce icon that is displayed in topbar of the Deposit Account Opening workflow.","false","",""
"a1TDm0000004jBeMAI","","26243FFA_1DCB_4330_9474_64B07F6A2CE9","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Deposit Account Opening","true","Deposit Rate Structure Default Grade","N/A","This system property houses the default grade for all relationships that originate deposits without an assigned grade.","false","",""
"a1TDm0000004jBfMAI","","73119DD4_F05A_443E_944A_DE518D30AA2E","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Deposit Account Opening","true","Funding Method Displayed","true","Admins use this system property to determine if the funding method field displays on the product details route of the DAO workflow. When the system property is true, the field displays. By default, the system property is true.","false","",""
"a1TDm0000004jBgMAI","","5F91D59F_71EF_49DD_88E2_5ED3777A2AED","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Account_Record_Type","true","Default Lender Record Type","","Defines the full name of the record type that should be used for Lenders. If you do not specify a value, the nCino Lender Record Type is used. Format: Namespace__RecordTypeName","false","",""
"a1TDm0000004jBhMAI","","8F619579_158E_4CC6_8D72_3049A6D75C4C","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Account_Record_Type","true","Default Person Account Record Type","","Defines the full name of the record type that should be used for Person Accounts. If you do not specify a value, the any of the Person Account record types will be used. Format: Namespace__RecordTypeName","false","",""
"a1TDm0000004jBiMAI","","E9554943_B69F_4E57_9E1A_60211887A0AA","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Account_Record_Type","true","Default FSC Individual Record Type","","Defines the full name of the record type that should be used for FSC Individuals. If you do not specify a value any of the FSC Individual record types will be used. Format: Namespace__RecordTypeName","false","",""
"a1TDm0000004jBjMAI","","EnableStatisticPopulation","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Total Exposure Configuration","true","EnableStatisticPopulation","false","","false","",""
"a1TDm0000004jBkMAI","","E0366A0B_1D6A_476C_9440_4ED447737BA0","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ENTITY_INVOLVEMENT","true","PP_Borrowing_Structure_Field_Set","Entity_Involvement_All_Relationships","This system property houses field set displayed when entities exist on the Product Package Borrowing Structure page","false","",""
"a1TDm0000004jBlMAI","","25F8B293_BF7E_49B4_9938_3630930BEE4F","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","AUTHORIZED_SIGNER","true","Authorized Signer - Search Contacts","Authorized_Signer_Search_Contacts","This system property determines which field set displays for the search contacts for the authorized signer.","false","",""
"a1TDm0000004jBmMAI","","BA6B52FE_6F20_4623_BF2B_2AEB5080444E","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ENTITY_INVOLVEMENT","true","Individual_New_Relationship_Screen_Section","42658013708333510","This system property houses the conditional field set displayed when an individual relationship type is chosen in the Add New Entity modal.","false","",""
"a1TDm0000004jBnMAI","","06058BE3_04F9_45C8_B36E_39DB5B7426B4","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ENTITY_INVOLVEMENT","true","Business_New_Relationship_Screen_Section","42938851504277188","This system property houses the conditional field set displayed when a business relationship type is chosen in the Add New Entity modal.","false","",""
"a1TDm0000004jBoMAI","","0281FB49_4E35_42A8_B543_4B357CFA5204","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ENTITY_INVOLVEMENT","true","Entity Involvement Contingent Liability Required","true","Contingent liability fields are required whenthis system property is set to true. By default, the system property is set to true.","false","",""
"a1TDm0000004jBpMAI","","43978165_64C8_4131_96A4_234D2DC16DD6","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","AUTHORIZED_SIGNER","true","Authorized Signer - Suggested Contacts","Authorized_Signer_Suggested_Contacts","This system property determines which field set displays for the suggested contacts for the authorized signer.","false","",""
"a1TDm0000004jBqMAI","","2A516DF4_52DF_402B_8EF5_84FC885DF6FE","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","New Customer Creation","true","SHOW_SIDEBAR","true","","false","",""
"a1TDm0000004jBrMAI","","E17DB91B_4BAC_4EC4_B3D1_501075757081","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","New Customer Creation","true","ALLOW_INDIVIDUAL","true","","false","",""
"a1TDm0000004jBsMAI","","4E3977F1_FC1B_4CCC_808B_D851678F3EF3","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","New Customer Creation","true","ALLOW_BUSINESS","true","","false","",""
"a1TDm0000004jBtMAI","","E807A7DC_A31B_4CDF_85DC_84CFFFD2B44C","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","New Customer Creation","true","Topbar Icon","standard/account","This system property houses the value of the Salesforce icon that is displayed in topbar of the New Customer Onboarding workflow.","false","",""
"a1TDm0000004jBuMAI","","069EFA79_69F3_4B8F_9848_70CED2D58447","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","New Customer Creation","true","ALLOW_INDIVIDUAL_CONNECTED","true","","false","",""
"a1TDm0000004jBvMAI","","B6640CA4_8F27_47AD_8C90_AB257F49C645","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","New Customer Creation","true","ALLOW_BUSINESS_CONNECTED","true","","false","",""
"a1TDm0000004jBwMAI","","3FAD59F6_38D1_465A_B260_D3BEFEDEB514","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","New Customer Creation","true","SHOW_NEW_CUSTOMER_BUTTON","true","","false","",""
"a1TDm0000004jBxMAI","","165B6C20_399E_41D2_9C09_E5E117B39A11","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","New Customer Creation","true","Topbar Icon Background Color","#7f8de1","This system property houses the value of the background color of the Salesforce icon that is displayed in topbar of the New Customer Onboarding workflow.","false","",""
"a1TDm0000004jByMAI","","132A4C06_02B6_4FA9_A128_FE297CA42EA4","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","New Customer Creation","true","Topbar Icon Fill Color","#ffffff","This system property houses the value of the fill color of the Salesforce icon that is displayed in topbar of the New Customer Onboarding workflow.","false","",""
"a1TDm0000004jBzMAI","","6598E68B_3D4E_4503_A422_A74C234FEF0C","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","New Customer Creation Workflow","true","Loan Workflow","true","","false","",""
"a1TDm0000004jC0MAI","","0D002843_4B35_4912_AF1C_752B1D054E2C","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Deposit Account Opening","true","Auto Generate Authorized Signer","false","This system property sets the system to auto-generate an Authorized Signer record for the Primary Owner on a Deposit Account. On installation, the system sets the value to false","false","",""
"a1TDm0000004jC1MAI","","30D58349_AE9F_403F_AA85_9704CC0F8137","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","New Customer Creation Workflow","true","Deposit Workflow","false","","false","",""
"a1TDm0000004jC2MAI","","27A2DABC_B6F3_46B1_AD71_1CE32F31E4B7","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","FEE_CATEGORY","true","principle_to_principal_migration_completed","true","","false","",""
"a1TDm0000004jC3MAI","","092C6A0F_4D16_4F53_A617_644A745D023A","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Deposit Account Opening","false","Display Default Product Lines","","This system property contains a list of deposit product lines in a comma delimited list which display regardless of the Relationship Type in the New Deposit workflow. On installation, the system sets Is Active to false and the value to null.","false","",""
"a1TDm0000004jC4MAI","","47200F5B_5238_4347_9E2B_481C7C5E4102","","2023-02-24T16:04:45.000Z","005Dm000001PCRDIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRDIA4","","CUSTOMER_PORTAL","true","Document_Upload_Access_Token","","Cached OAuth access token used for customer file upload which prevents the need to reauthorize each request.","false","",""
"a1TDm0000004jC5MAI","","671B3D6D_5E15_4F16_AD0A_7E4F67734032","","2023-02-24T16:04:45.000Z","005Dm000001PCRDIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRDIA4","","CUSTOMER_PORTAL","false","Borrower Types for Others Involved","","This system property contains the Borrower Type picklist values that display on the Others Involved route in Online Application. To activate, select the Is Active checkbox and enter the Borrower Type values in a pipe-delimited list.","false","",""
"a1TDm0000004jC6MAI","","3D234314_5B41_4E2F_AA04_7A2D62244938","","2023-02-24T16:04:45.000Z","005Dm000001PCRDIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRDIA4","","CUSTOMER_PORTAL","false","Display Ownership Percent","","This system property contains the group App names to display the Ownership Percent field on the Others Involved route. To activate, select the Is Active checkbox and enter the App names in a pipe-delimited list.","false","",""
"a1TDm0000004jC7MAI","","871BE92F_4697_4FFE_8BAB_BB99BBFB1E0E","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Indirect Lending","true","Indirect Lending Credit Pre-Processing Flow Name","","Stores the API Name of the Flow used for Credit Pre-Processing in the Indirect Lending workflow.","false","",""
"a1TDm0000004jC8MAI","","CEBE6819_BA05_42CF_8BE4_7A920DA9EA92","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Indirect Lending","true","Indirect Lending Individual Identifiers Field Set","LLC_BI__Indirect_Lending_Individual_Identifiers","The system automatically searches for the fields in this field set to determine if the information already exists in the product. By default, this field set contains the First Name, Last Name, Date of Birth, and SSN fields.","false","",""
"a1TDm0000004jC9MAI","","69127235_1D25_437A_AC23_25452A67582E","","2023-02-24T16:04:45.000Z","005Dm000001PCRDIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRDIA4","","CUSTOMER_PORTAL","false","Valid Statuses to Save Applications","","This custom settings contains application statuses in a pipe-delimited list to allow access to save operations for applications. By default, the Is Active is set to false and the value is null. If the value is blank, then all application statuses can save","false","",""
"a1TDm0000004jCAMAY","","545F474E_2605_4D12_BA0D_74225D0C4532","","2023-02-24T16:04:45.000Z","005Dm000001PCRDIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRDIA4","","CUSTOMER_PORTAL","false","Registration Row Lock Client Retry","0","This system property contains the default number of registration row lock retries on the client side. By default, Is Active is set to false and value is set to 0.","false","",""
"a1TDm0000004jCBMAY","","42162304728422166","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","nCino AWS Communicator","true","PLATFORM_AWS_ENDPOINT_URL","https://us-east-1.prod.hosted.ncino.com","","false","",""
"a1TDm0000004jCCMAY","","42161698245993093","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","nCino AWS Communicator","true","PLATFORM_AWS_REGION","us-east-1","","false","",""
"a1TDm0000004jCDMAY","","6D444436_4C21_4E10_8D7C_215D0907764E","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Diagnostics","true","Enable Performance Metrics","false","This system property enables the system to capture performance metrics in certain areas of the product. By default, this setting is disabled.","false","",""
"a1TDm0000004jCEMAY","","3B290A6A_154C_4A4C_8620_676C6327233E","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Indirect Lending","true","Indirect Lending Feature Auto-Disabled","true","Indicates whether the Indirect Lending feature has been set to disabled by default. Administrators can manually enable the feature via Feature Management. Once this property is set to true, the system will no longer automatically disable the feature.","false","",""
"a1TDm0000004jCFMAY","","331E3F11_4008_495A_882D_5F7B78664501","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Indirect Lending","true","IL Configure Custom Default Automobile Collateral Subtype","Motor Vehicle","This system property permits financial institutions to set the default desired collateral subtype for loan applications with an incoming value of ‘auto.’ By default, the collateral subtype associated with ‘auto’ is Subtype=Motor Vehicle.","false","",""
"a1TDm0000004jCGMAY","","5E084F68_4B62_407B_B34B_4E2062445F75","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Indirect Lending","true","IL Configure Default Collateral Type","Titled","This system property allows FIs to set the default desired collateral type for loan applications that are not mapped to a more specific collateral type in the Indirect Lending Automotive Workflow. By default, the Value is set to Type=Titled.","false","",""
"a1TDm0000004jCHMAY","","37604F0C_4B13_4D28_B773_3D410F445311","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Indirect Lending","true","IL Configure Default Collateral Subtype","Other Titled","This system property allows FIs to set the default desired collateral subtype for loan applications that are not mapped to a more specific collateral type in the Indirect Lending Automotive Workflow. By default, the Value is to Subtype=Other Titled.","false","",""
"a1TDm0000004jCIMAY","","261E6947_3C3E_4A60_8A72_6838500B151B","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Indirect Lending","true","IL Configure Custom Default Automobile Collateral Type","Titled","This system property permits financial institutions to set the default desired collateral type for loan applications with an incoming value of ‘auto.’ By default, the collateral type associated with ‘auto’ is Type=Titled.","false","",""
"a1TDm0000004jCJMAY","","5C484740_1E02_4F71_B406_4B2406473817","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Indirect Lending","true","Indirect Lending Product Type Selection Flow Name","","This system property stores the API name of the flow to which the system refers to determine which Product Type should be used for an Indirect Lending credit application. By default, the value is blank.","false","",""
"a1TDm0000004jCKMAY","","OVERRIDE_AuthSigner_Search_Contacts","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","AUTHORIZED_SIGNER","false","Authorized Signer - Search Contacts","Authorized_Signer_Search_Contacts_Custom","OVERRIDE FOR NON SS_PE & TIN_PE FIELDS (PDI-7501): This system property determines which field set displays for the search contacts for the authorized signer.","false","",""
"a1TDm0000004jCLMAY","","OVERRIDE_AuthSigner_Suggested_Contacts","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","AUTHORIZED_SIGNER","false","Authorized Signer - Suggested Contacts","Authorized_Signer_Suggested_Custom","OVERRIDE FOR NON SS_PE & TIN_PE FIELDS (PDI-7501): This system property determines which field set displays for the suggested contacts for the authorized signer.","false","",""
"a1TDm0000004jCMMAY","","OVERRIDE_EI_New_Business_Fields","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ENTITY_INVOLVEMENT","false","Entity_Involvement_New_Business_Fields","Entity_Involvement_New_Business_Custom","OVERRIDE FOR NON SS_PE & TIN_PE FIELDS (PDI-7501): This system property controls which field set displays when the user creates a new business relationship in the Entity Involvement workflow.","false","",""
"a1TDm0000004jCNMAY","","OVERRIDE_Dep_Auth_Ind_Search_Suggested","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Deposit Multi-Tier Involvement","false","Deposit_Authorized_Individuals_Search_And_Suggested_Table_Fieldset","Authorized_Relationship_Indiv_Custom","OVERRIDE FOR NON SS_PE & TIN_PE FIELDS (PDI-7501): This system property defines the field set that displays in Search and Suggested table for Add Role modal when filter is Individuals.","false","",""
"a1TDm0000004jCOMAY","","OVERRIDE_Dep_Auth_Bus_Search_Suggested","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Deposit Multi-Tier Involvement","false","Deposit_Authorized_Businesses_Search_And_Suggested_Table_Fieldset","Entity_Involvement_Businesses_Custom","OVERRIDE FOR NON SS_PE & TIN_PE FIELDS (PDI-7501): This system property defines the field set that displays in Search and Suggested table for Add Role modal when filter is Businesses.","false","",""
"a1TDm0000004jCPMAY","","OVERRIDE_PP_Borrowing_Structure","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ENTITY_INVOLVEMENT","false","PP_Borrowing_Structure_Field_Set","Entity_Involvement_All_Relation_Custom","OVERRIDE FOR NON SS_PE & TIN_PE FIELDS (PDI-7501): This system property houses field set displayed when entities exist on the Product Package Borrowing Structure page","false","",""
"a1TDm0000004jCQMAY","","OVERRIDE_EI_New_Individual_Fields","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ENTITY_INVOLVEMENT","false","Entity_Involvement_New_Individual_Fields","Entity_Involvement_New_Individual_Custom","OVERRIDE FOR NON SS_PE & TIN_PE FIELDS (PDI-7501): This system property controls which field set displays when a user creates a new individual relationship in the Entity Involvement workflow","false","",""
"a1TDm0000004jCRMAY","","OVERRIDE_Business_New_Screen_Section","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ENTITY_INVOLVEMENT","false","Business_New_Relationship_Screen_Section","4293885150432500","OVERRIDE FOR NON SS_PE & TIN_PE FIELDS (PDI-7501): This system property houses the conditional field set displayed when a business relationship type is chosen in the Add New Entity modal.","false","",""
"a1TDm0000004jCSMAY","","OVERRIDE_Individual_New_Screen_Section","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ENTITY_INVOLVEMENT","false","Individual_New_Relationship_Screen_Section","4265801370568541","OVERRIDE FOR NON SS_PE & TIN_PE FIELDS (PDI-7501): This system property houses the conditional field set displayed when an individual relationship type is chosen in the Add New Entity modal.","false","",""
"a1TDm0000004jCTMAY","","1C101734_6910_4068_B342_1C3F294A0106","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ENTITY_INVOLVEMENT","true","Entity_Involvement_New_Individual_Fields","LLC_BI__Entity_Involvement_New_Individual_Fields","This system property controls which field set displays when a user creates a new individual relationship in the Entity Involvement workflow. By default, it is active and the value is Entity_Involvement_New_Individual_Fields.","false","",""
"a1TDm0000004jCUMAY","","79753C56_7149_4510_A810_1077332A5269","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Deposit Multi-Tier Involvement","true","Deposit_Authorized_Individuals_Search_And_Suggested_Table_Fieldset","LLC_BI__Authorized_Relationship_Individuals","This system property defines the field set that displays in Search and Suggested table for Add Role modal when filter is Individuals. On installation, the system sets Is Active to true and the value to LLC_BI__Authorized_Relationship_Individuals.","false","",""
"a1TDm0000004jCVMAY","","567C2C3A_5773_4574_9406_482701300906","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Deposit Multi-Tier Involvement","true","Deposit_Authorized_Businesses_Search_And_Suggested_Table_Fieldset","LLC_BI__Entity_Involvement_Businesses_Field_Set","This system property defines the field set that displays in Search and Suggested table for Add Role modal when filter is Businesses. On installation, the system sets Is Active to true and the value to LLC_BI__Entity_Involvement_Businesses_Field_Set.","false","",""
"a1TDm0000004jCWMAY","","28652C65_2656_4026_AE7D_510875690D0F","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ENTITY_INVOLVEMENT","true","Entity_Involvement_New_Business_Fields","LLC_BI__Entity_Involvement_New_Business_Fields","This system property controls which field set displays when the user creates a new business relationship in the Entity Involvement workflow. By default, it is active and the value is Entity_Involvement_New_Business_Fields.","false","",""
"a1TDm0000004jCXMAY","","76762962_6924_4753_843C_7D6B1A686B5F","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Loan Multi-Tier Involvement","true","Borrowing_Structure_Table_Authorized_Signers_Fieldset","LLC_BI__Borrowing_Structure_Table","This system property contains the Authorized Signers field set value for the Loan Borrowing Structure table. On installation, the system sets Is Active to true and the value to LLC_BI__Borrowing_Structure_Table.","false","",""
"a1TDm0000004jCYMAY","","09274D67_6047_486A_B205_312068501D0B","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Loan Multi-Tier Involvement","true","Borrowing_Structure_Table_Authorized_Accounts_Fieldset","LLC_BI__Borrowing_Structure_Table","This system property contains the Authorized Accounts field set value for the Loan Borrowing Structure table. On installation, the system sets Is Active to true and the value to LLC_BI__Borrowing_Structure_Table.","false","",""
"a1TDm0000004jCZMAY","","2B422E2B_2B24_4F3C_BC40_7D757C116858","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Loan Multi-Tier Involvement","true","Borrowing_Structure_Table_Entity_Involvement_Fieldset","LLC_BI__Borrowing_Structure_Table","This system property contains the Entity Involvement field set value for the Loan Borrowing Structure table. On installation, the system sets Is Active to true and the value to LLC_BI__Borrowing_Structure_Table.","false","",""
"a1TDm0000004jCaMAI","","272E0E57_280F_4328_BD2C_210F18586E47","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Loan Multi-Tier Involvement","true","Add_Signer_Modal_Authorized_Accounts_Fieldset","LLC_BI__Add_Signer_Modal","This system property contains the Authorized Accounts field set value for the Add Signer modal Association Cards. By default, it is active and the value is LLC_BI__Add_Signer_Modal.","false","",""
"a1TDm0000004jCbMAI","","74781F3F_784A_470D_B906_0C6E181E453F","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Loan Multi-Tier Involvement","true","Display_Authorized_Signer_in_Borrowing_Structure","true","This system property displays the Add Signer button and Authorized Signers table on the Borrowing Structure. By default, it is active and true. When the value is false, the system property removes the Add Signer button and Authorized Signers table.","false","",""
"a1TDm0000004jCcMAI","","1A290E0A_1D3E_4239_AF28_27474164434F","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Loan Multi-Tier Involvement","true","Authorized_Signers_Default_View","false","This system property controls the default view for the Authorized Signers table in the Borrowing Structure route. When active and false, the Authorized Signers table does not display. By default, it is set to active and false.","false","",""
"a1TDm0000004jCdMAI","","44134639_2724_4C3A_A025_7F663F074954","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Loan Multi-Tier Involvement","false","Add_Signer_Modal_Authorized_Signers_Fieldset","LLC_BI__Add_Signer_Modal","This system property contains the Authorized Signers field set value for the Add Signer modal Association Cards. By default, it is inactive and the value is LLC_BI__Add_Signer_Modal.","false","",""
"a1TDm0000004jCeMAI","","6D702A71_7A79_4F2C_9F46_791729735052","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Loan Multi-Tier Involvement","false","Add_Entity_Involvement_Modal_Fieldset","LLC_BI__Add_Entity_Involvement_Modal","This system property contains the Legal Entities field set value for the Add Entity Involvement modal Association Cards. By default, it is inactive and the value is LLC_BI__Add_Entity_Involvement_Modal.","false","",""
